Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Physical_Interaction,Study_Extracurricular
8.639747816971482,59.231581369402875,Medium,High,Yes,8.276236387587545,68.95761425884186,Low,Yes,1,High,Medium,Public,Positive,4.398743971730763,Yes,Postgraduate,,Male,59.59717033135807,,
26.621601853844624,66.0344071552129,High,Medium,No,6.512790387942994,60.313053445348146,High,Yes,1,High,High,Public,Negative,4.843156945375008,Yes,,Near,Male,56.77770738686009,,
18.73593046328419,98.39674646564454,Low,High,Yes,7.500855198949565,62.9457818921601,Medium,No,5,High,Low,Private,Neutral,1.7654698889433091,Yes,,Far,Female,87.29858693050701,,
39.90630733041722,95.1630453734159,Medium,Medium,Yes,6.463775496273299,59.020820498136096,High,Yes,3,Low,Low,Private,Neutral,4.740994498484341,No,,Moderate,Male,56.61370622571489,,
27.65336444428338,63.55401416605667,Low,High,Yes,4.948589986279671,94.84292965762533,High,No,3,High,Low,Private,Negative,4.805742953117129,Yes,College,Moderate,Female,56.75930927772386,,
25.003390395100148,94.53403035688638,Low,Low,No,5.442162758522261,75.01667637324537,High,Yes,3,Medium,High,Public,Negative,2.9595471662736053,No,High School,Moderate,Male,62.754860794420765,,
31.500987629888257,82.50085299545012,Medium,Low,No,6.503523360342777,69.00929402483608,High,No,5,Medium,Low,Private,Negative,3.5856286567350537,Yes,,Far,Male,81.17456753723658,,
28.762799586062364,81.18817753685472,High,High,Yes,6.491562114462637,83.76153650548451,High,Yes,3,Low,,Public,Positive,1.2347071913301222,No,High School,Far,Male,71.3055551494163,,
11.100734395625762,72.378145551068,High,Low,Yes,8.604825846635821,50.518107829131715,Low,Yes,4,Medium,,Private,Neutral,4.223986766228666,No,High School,Moderate,Male,84.91059040215026,,
18.785049871728056,89.54463437809373,Low,Medium,No,7.3364397779465955,52.91668336920153,Medium,No,5,Medium,High,Private,Negative,1.049595236402443,Yes,College,Moderate,Male,84.08404886389907,,
12.105325287110507,68.43053148093338,Low,Low,Yes,8.62107388972285,63.376675764191845,Low,No,2,Low,,Public,Neutral,2.6906836687486813,No,Postgraduate,Near,Male,70.10258455152184,,
20.471089970577204,84.47608200302653,High,Medium,Yes,4.1372485517051505,59.6422889803882,Medium,Yes,5,Medium,High,Public,Negative,0.7423421221726001,No,Postgraduate,Moderate,Female,99.54200761989506,,
11.433043086683696,65.99536582234647,Low,Medium,No,7.57056092675048,73.61395614805741,Low,Yes,5,High,,Private,Neutral,3.334089260365059,Yes,,,Male,69.79036205585751,,
12.594774229607424,62.263689723175304,Low,High,No,8.764530453982335,89.35250208143354,Low,Yes,0,Medium,Low,Private,Neutral,4.9953167376540195,Yes,College,Near,Female,63.64942601590279,,
37.133670616201,69.08109249597844,Low,Medium,No,6.788159869977172,52.716621417102736,High,No,2,Medium,,Public,Positive,1.6654362720605265,Yes,Postgraduate,Moderate,Female,83.3655163311096,,
22.487249561999143,61.57106882205321,High,High,Yes,4.195368976109661,82.64596824652921,High,No,1,High,Medium,Public,Positive,4.439263454809344,No,High School,Far,Female,86.74919347749878,,
17.346715646046675,75.96510078234326,Medium,Low,No,7.068922355392003,57.25872159847873,Medium,Yes,5,High,High,Public,Positive,4.959752830102306,Yes,,Near,Female,63.221700242860535,,
23.09662295945042,78.59579822962236,Medium,Low,No,8.259166977552729,99.61894879286561,Medium,No,0,Medium,Low,Private,Neutral,4.75038312180875,Yes,High School,Moderate,Male,83.62312346363802,,
27.45737308380466,92.37834045910103,Medium,Low,No,5.497601326178849,59.34617362605404,High,No,5,Medium,High,Public,Positive,4.311894312327941,No,Postgraduate,,Male,66.43879318237987,,
24.173507752028137,95.48147842196471,Medium,Medium,No,7.40184967243955,77.93969436261048,High,Yes,3,Medium,,Private,Neutral,2.4622557739014677,No,,Near,Female,91.40488908817616,,
23.53787105634193,88.35658665788043,Medium,Medium,No,8.18289830142387,85.74805105968485,Medium,Yes,3,High,Low,Private,Negative,2.5013813487369085,No,,Near,Male,62.085801172780954,,
24.39441730613413,76.69717401557982,Low,Medium,Yes,5.66072491099833,88.94996498730873,Medium,Yes,2,Medium,,Private,Neutral,4.047119364041457,No,,,Male,92.32165595487652,,
30.731213136672867,60.47776794111463,Low,Medium,Yes,4.6207864627265245,81.26799856632846,High,Yes,4,High,High,Public,Negative,4.091291733112739,No,High School,Moderate,Female,61.107487685682614,,
37.1065435208593,98.93234276554239,High,High,No,5.9359235934508305,93.48012785044702,High,No,1,High,High,Public,Negative,0.2087820246408828,No,High School,Near,Female,88.28742840815045,,
21.778305146290073,64.22532568535792,Low,High,Yes,4.883643674835327,59.772776363735716,Medium,No,0,Medium,,Private,Positive,1.2647327546383857,Yes,College,,Male,54.74405351121343,,
16.928692340290873,73.4777082434593,High,Medium,Yes,8.474404012328925,64.05247796681935,Medium,Yes,3,High,,Public,Positive,4.87890259392306,No,College,Moderate,Male,76.740859254203,,
8.292922893137959,76.26644749849613,High,Medium,No,7.025131461578149,63.70760758015901,Low,Yes,1,Low,Low,Public,Negative,0.6467326539741963,Yes,High School,Moderate,Female,97.48755049285873,,
21.759108457216136,61.73686527078646,High,Low,Yes,5.965928323062628,64.15764726165567,Medium,No,0,Low,Low,Private,Negative,4.48967340487551,No,College,,Female,77.83890266514803,,
6.048976097977954,58.125008612596716,Low,Low,Yes,7.112399942836071,97.79923588836238,Low,Yes,2,High,High,Public,Positive,3.1639370767858432,Yes,College,Near,Male,70.62500705074443,,
10.10630131492196,68.59499972214766,Medium,High,Yes,7.545796267090981,90.50424409785921,Low,Yes,1,Low,High,Private,Negative,4.115208486112544,Yes,College,,Male,64.2493748665069,,
21.687223543843537,74.63613673853565,Medium,Medium,No,8.638381471246094,55.94888819632748,Medium,Yes,0,Medium,,Private,Positive,0.6056703033412497,Yes,College,Far,Female,76.38777509018108,,
31.96335866152048,81.07123882843392,High,Low,No,5.613052728886689,71.18396943860948,High,Yes,2,High,Medium,Private,Neutral,0.184338479952747,No,,Moderate,Female,56.83282125384098,,
18.506317278359585,98.21913156725901,Low,Medium,No,7.709300109413126,88.15084961589844,Medium,No,2,Low,High,Private,Positive,4.063338223315792,No,Postgraduate,,Male,73.80964334588705,,
6.591527464171019,62.657465025187186,High,Medium,No,8.346701311846958,74.10771832641112,Low,No,2,High,High,Public,Positive,0.26662680934851357,Yes,Postgraduate,,Male,54.17039846833781,,
8.104455436917895,68.30088249065572,Low,Low,No,8.343934226623926,70.7924886521404,Low,Yes,2,Medium,Medium,Private,Negative,1.925962871547136,No,College,Near,Female,81.9500713704764,,
15.610701056977813,70.74647028228753,Medium,Low,No,7.567174762801026,96.71865629376842,Medium,Yes,0,High,Low,Private,Neutral,4.813263386300632,No,High School,Moderate,Female,75.14588080974485,,
22.47672507577893,60.92230671926852,Medium,Medium,No,8.269966843452757,67.1500406600862,High,Yes,5,Low,Low,Public,Neutral,1.3068435669898493,No,,Far,Male,93.0969228983503,,
14.312034704461533,68.14888077263429,Medium,Medium,Yes,7.069999952885503,77.91590745669535,Low,Yes,1,High,High,Private,Positive,0.7572198999980922,Yes,Postgraduate,Moderate,Female,54.14621151835621,,
34.05467531379293,89.01966149943546,Low,High,No,6.680223527713228,61.26984133438687,High,No,5,Medium,,Private,Positive,1.1049917915826835,Yes,,Moderate,Male,65.35325471737335,,
8.976808690951898,72.82631415745061,Low,Low,Yes,8.162472244335271,77.57795195827792,Low,No,2,High,High,Public,Positive,1.0412555182541805,Yes,College,,Male,92.63989054256041,,
12.770264637252609,84.78066483168533,Low,High,Yes,8.523417855510441,78.66502186941209,Low,Yes,3,Low,Medium,Public,Positive,4.910380791454082,Yes,High School,Near,Male,96.44950946134531,,
9.919840739940428,52.28415996466951,High,Low,Yes,8.579176952114562,63.07934986878864,Low,Yes,1,Medium,Low,Private,Negative,0.15016911050752701,No,High School,Near,Female,91.02892781690784,,
5.8384614954151886,79.64691511040905,Medium,Low,Yes,8.644137827781734,85.06459839447092,Low,Yes,3,Medium,Low,Private,Neutral,0.35981205329553345,Yes,High School,Far,Female,80.25835382496308,,
7.156506590583577,51.187105054933944,Medium,Medium,Yes,7.556465410559718,78.6705498909248,Low,No,2,Low,,Public,Negative,3.120676116721366,No,,Moderate,Female,76.79621848807932,,
22.087162370815236,84.84507938213581,Low,Medium,Yes,5.207309851256936,75.58738637500036,Medium,No,1,High,Low,Public,Negative,1.675782796289682,No,Postgraduate,,Male,73.00871194313665,,
15.116743545436137,80.401502913077,Medium,Medium,No,7.921592015475055,63.09516981556739,Medium,Yes,1,Medium,Low,Private,Negative,0.8755456397566502,No,,Near,Male,87.53107031928303,,
18.62392077764856,72.6966988935733,High,High,No,7.466569238291695,73.49474589509582,Medium,Yes,1,Low,High,Public,Negative,2.190382230436069,Yes,,Far,Male,88.1110368527136,,
13.268772934222753,67.41217563531448,Low,Low,Yes,8.330682190608254,95.55625581905238,Low,Yes,5,Low,High,Public,Positive,1.4715594461447312,No,Postgraduate,Far,Female,65.27709495970224,,
15.904781695970083,81.42748729412637,High,High,No,8.734468126073683,81.014817878269,Medium,No,5,Low,High,Public,Negative,1.6073950218152322,No,,Moderate,Male,89.52088907927984,,
37.66691830526507,60.316231819587784,Low,High,No,5.788981073017937,59.447167060053744,High,No,2,High,High,Public,Negative,0.9014822008151824,No,High School,Moderate,Male,71.05555785173095,,
6.393515430807257,73.60809247790519,High,Medium,No,7.382892328744269,79.10910996101583,Low,Yes,3,Low,Low,Private,Neutral,3.747420013257801,Yes,Postgraduate,Near,Female,78.48828069014598,,
6.529586628839516,81.97527638165543,Medium,Medium,No,8.287550887503805,69.43941952318296,Low,No,3,Low,,Private,Positive,0.057942417351240505,Yes,High School,Far,Female,58.05572980056151,,
37.121376760180524,61.78266997376881,Low,Low,Yes,4.355306014298393,94.18646523804107,High,No,4,Medium,,Private,Neutral,3.967465829073047,No,Postgraduate,Far,Male,76.23211220754976,,
25.516757501204694,90.79985575689562,High,Medium,Yes,4.051840288267302,80.08839750474078,High,Yes,2,Medium,,Public,Negative,4.822275388122145,Yes,Postgraduate,Near,Male,99.72740195847499,,
8.554720654547957,51.520152595722884,Medium,Low,No,7.23093526221611,69.20880431927922,Low,Yes,0,Medium,Low,Private,Neutral,4.744198095087983,No,High School,Moderate,Male,65.58418929022075,,
35.85750095489834,85.03865853228689,Low,Low,No,6.456461426436949,76.725141912985,High,Yes,0,High,Low,Public,Neutral,1.0451808278793928,Yes,College,Moderate,Male,78.64685463139637,,
11.013781854977076,58.47106260096811,High,Medium,No,8.395023951739496,71.75170245349729,Low,No,2,High,High,Public,Negative,1.872465035231623,Yes,High School,,Male,66.65285902189628,,
20.876881826393927,76.22020159110889,Medium,Low,No,7.23667180755135,87.24712554225344,Medium,Yes,5,High,,Private,Neutral,0.5667922514590312,Yes,Postgraduate,Near,Female,71.57320660274652,,
7.440193185926374,68.73089116101625,Medium,Medium,No,8.95700479949672,98.38613657891085,Low,No,0,High,Medium,Private,Positive,4.473808304481304,No,,,Female,62.40505016466279,,
20.517679608073973,85.12989190733138,Low,Medium,No,8.894945294166066,70.39527480617474,High,No,0,High,Medium,Public,Neutral,0.07048619075229634,Yes,Postgraduate,Near,Female,89.5171024916879,,
30.861392162159724,73.9070755998978,Medium,Medium,Yes,4.145595518350817,73.79501267759929,High,No,3,High,Medium,Private,Positive,2.460404918542367,No,High School,,Male,99.98157507782415,,
22.801935996401063,82.55999409679772,Medium,High,Yes,4.951777392621806,62.36597435274258,Medium,No,2,Low,Medium,Private,Positive,0.5373524958478443,Yes,College,Moderate,Female,77.90675554141353,,
14.700910962821624,67.37371162417284,Medium,High,Yes,7.382095479376631,71.07335685845102,Low,Yes,0,Medium,Medium,Private,Positive,1.8582931352307075,No,High School,Near,Male,91.59642928110009,,
7.567033476641453,50.10704948245798,High,Medium,Yes,8.150036438171567,99.3342503048581,Low,No,5,High,Low,Private,Negative,3.3136993056763693,Yes,,Near,Male,88.11650625652413,,
8.152241113441836,81.40595697229739,Medium,High,No,7.235459284620473,98.15171751328873,Low,Yes,0,Medium,,Public,Positive,2.2961287236689514,No,College,Far,Male,93.16547433959212,,
22.341365031897496,86.1222804622495,Medium,Low,Yes,4.318572664810446,71.46648260999359,Medium,No,1,Low,Medium,Public,Negative,1.6582220924223912,Yes,,,Female,78.9713194417533,,
21.714077908681606,65.12374900512108,High,High,Yes,6.631950496081535,70.53473761433716,High,No,4,Medium,High,Private,Neutral,1.4945490672404393,No,Postgraduate,Far,Female,51.872048780097074,,
23.48917690943548,92.78008568032007,Low,High,Yes,5.3915633307009845,76.21659372934775,Medium,No,3,High,High,Private,Negative,1.5379359709173213,Yes,High School,,Female,73.7574216759443,,
19.573539842919253,94.58836286336906,Low,High,No,8.471944270569852,81.94093947163935,Medium,No,2,Medium,,Private,Negative,0.8347307558784345,No,Postgraduate,Moderate,Female,99.29587108922371,,
36.888514706749945,60.344764942789354,Medium,Low,Yes,5.767778515071896,67.80052750946447,High,No,4,High,Low,Private,Negative,2.2119155726606494,Yes,High School,Near,Female,91.02141245297993,,
6.589486992337758,69.61544574223512,Low,High,Yes,8.666637496347498,94.9977628075377,Low,No,1,Medium,Low,Public,Negative,2.0460422697050538,No,Postgraduate,,Female,58.10329683941035,,
23.291147103478387,72.56000597621198,Low,Low,Yes,5.985659502815181,50.796383062194515,High,No,3,Low,Low,Private,Negative,2.411677531367784,Yes,College,Far,Male,77.64174048607731,,
21.19938728564901,71.36966839646625,High,Low,No,7.805862635679938,59.97859729363873,High,Yes,3,Low,Low,Private,Negative,4.714798340609759,Yes,High School,Moderate,Male,83.08522524853495,,
20.338990719001373,93.99381871228401,Medium,High,No,8.828728790626881,81.67113026577255,High,Yes,3,Low,Low,Private,Neutral,4.745797900602588,No,,Moderate,Female,77.08053797750424,,
24.80672496371669,81.9020903406825,Low,High,Yes,5.776949062799647,65.96721012784678,Medium,No,2,Low,Medium,Public,Neutral,3.0523972193329567,No,Postgraduate,Moderate,Female,53.045787792721036,,
31.109823130868413,82.91519083779232,Low,Medium,No,6.8325370014493325,94.61831834722597,High,No,5,High,,Public,Neutral,1.2916867485762595,No,College,,Female,96.43602436721707,,
19.70480387793603,79.9964117428153,Low,Low,No,7.221441966858475,69.27480913158655,Medium,Yes,0,Low,High,Private,Negative,0.29207564648532747,No,,Far,Female,59.6427593131691,,
33.739792189470194,72.79449234739984,High,High,Yes,4.389979836432646,63.919759997743185,High,Yes,2,Low,,Private,Positive,2.921376715849064,No,College,,Male,87.73450267538978,,
29.1517404710007,69.39531570360919,High,Low,Yes,5.102473791556351,84.25206996529604,High,Yes,5,Low,Medium,Public,Negative,4.542254804459699,Yes,,Near,Female,85.59953605143045,,
13.967979346184675,58.91285232707073,High,Medium,No,7.57046135475114,88.07983206675169,Low,No,2,Low,Medium,Public,Neutral,0.17592569232342148,Yes,High School,Moderate,Female,69.02310527477232,,
6.8994676374120765,79.52794032320254,High,High,Yes,8.43738777717963,94.11947593317034,Low,Yes,0,High,Medium,Private,Neutral,3.612543561904661,Yes,College,,Male,52.901010688534186,,
15.26352375842951,65.6174700568171,High,Low,Yes,7.850153753514329,65.55326871993172,Medium,No,0,High,Medium,Private,Negative,2.706375048534873,Yes,College,,Male,63.69267740743046,,
15.346555362297476,72.54831252991085,High,High,No,8.40588156391657,82.97932578482758,Medium,Yes,2,High,Low,Private,Positive,3.6605470677048513,No,,Far,Female,52.60438721474908,,
18.910755925703796,71.46424703875795,High,Medium,Yes,7.3974245876317815,64.54115527818686,Medium,No,4,High,,Private,Neutral,2.537853922296669,No,,,Male,56.440158648478885,,
6.531131526426185,51.72555291884083,Low,Low,Yes,7.205695443127933,82.36560731356639,Low,No,2,Medium,Low,Public,Neutral,0.43117793442867924,Yes,,Far,Female,98.86327214493471,,
36.099270854360434,91.99216993489216,Medium,Low,Yes,5.2795675126504715,81.19356787754123,High,No,1,High,High,Public,Neutral,0.4118062499964614,No,College,Near,Female,86.58276756915298,,
14.268399169727038,62.234519417539545,Low,Medium,Yes,7.7553351709779825,81.93625118485735,Low,Yes,3,Medium,,Public,Neutral,2.1090954710233376,Yes,Postgraduate,Near,Male,61.99470020816612,,
14.43178011250928,83.72964042664947,Medium,Low,No,8.577135961267023,66.27057079696081,Low,No,4,High,Medium,Private,Negative,3.238990879650172,Yes,College,Far,Female,62.67087031785094,,
33.501543392816906,95.4508310784158,Medium,Low,No,6.311733194126886,88.22869822893435,High,No,0,High,Low,Public,Negative,4.933741994751434,No,High School,Near,Female,95.34997640183818,,
24.78370623569575,70.85257624512312,High,Medium,No,7.339970766279493,92.81176221298736,High,Yes,3,Low,Medium,Private,Positive,2.358914047798924,No,,Near,Male,88.60397809721809,,
7.050735708958663,75.0985121807995,High,Low,Yes,8.047331272639275,94.2409724264212,Low,No,2,Low,Medium,Private,Positive,0.649581513170493,Yes,Postgraduate,Near,Male,88.23683944095227,,
7.93976630610027,54.86539204819679,Low,High,Yes,7.876087435826948,74.62552383126915,Low,No,2,Low,Low,Public,Neutral,1.063109147364345,No,College,,Female,76.2903148108397,,
22.494736131587167,91.66551072393523,High,High,Yes,4.363492399268502,56.92666016351539,Medium,Yes,3,Medium,Low,Private,Neutral,1.064984052031629,No,Postgraduate,Near,Female,67.41119595220236,,
39.83916066137793,87.83232731639666,High,Low,No,6.773436697217892,88.0702065500355,High,Yes,3,High,High,Public,Negative,2.929910717547795,No,High School,,Female,60.62617742872364,,
16.67856141201378,72.45160376944325,High,Medium,Yes,7.772063087963405,66.45217394762922,Medium,Yes,3,Low,,Private,Positive,3.07457967804444,No,High School,Near,Male,91.69405123095929,,
30.52499258323303,73.60299627503775,Medium,Low,No,5.940068490165027,91.94220436704343,High,No,5,Low,High,Public,Neutral,2.9998070192632094,Yes,College,Near,Female,86.30027936085634,,
8.693340727411272,73.56608229576885,Medium,High,No,8.933349078834437,82.90190555296888,Low,Yes,5,Low,Medium,Private,Negative,4.813450649047557,Yes,,Far,Male,72.85502984490728,,
11.696114375532865,67.06281383723764,Low,High,Yes,7.598815052433722,83.47456611649484,Low,No,5,Low,Low,Public,Positive,0.9986167588874273,Yes,,Far,Male,68.05196400701814,,
20.080954620609496,98.77380349224597,Low,Medium,No,8.781635158919393,55.69267049373162,Medium,Yes,0,Low,High,Public,Neutral,4.268595793581767,No,,Near,Female,65.1899104488116,,
12.078955228373246,62.650041319823885,High,High,No,7.329604523278828,53.81865929465771,Low,Yes,0,High,Low,Public,Negative,2.0710952429705847,Yes,,Far,Male,71.30595578541573,,
24.23459988528289,86.67149097214768,Medium,Low,Yes,4.463632211098595,61.702408065335064,Medium,No,2,High,High,Private,Neutral,0.6644720582161695,No,High School,,Female,54.55733164381469,,
11.910850385097351,60.437622988362435,Medium,Medium,No,8.725776304391719,83.47292931569675,Low,Yes,3,High,Medium,Public,Neutral,4.802998983455422,Yes,Postgraduate,,Female,64.01632006936919,,
8.385456837998102,59.19861785747222,Low,High,No,7.029905762413934,76.05922087046447,Low,Yes,3,Low,Medium,Private,Neutral,4.149747754540356,No,High School,Far,Male,66.73744877570947,,
37.059392882887764,62.26642594380723,Medium,Medium,No,6.209993023449474,88.73348829961714,High,Yes,1,High,,Public,Neutral,3.742781234389726,No,,,Male,69.3256925103266,,
29.48317440184168,74.49134517427187,Low,High,No,5.086952838710665,65.41649601321235,High,Yes,2,High,,Private,Negative,2.0137458088442504,Yes,,Moderate,Female,75.69644524592155,,
27.71570404706899,68.51522334215434,Medium,High,Yes,5.747100540321319,55.76199464519117,High,Yes,1,High,Low,Public,Positive,1.5082582899535217,Yes,College,Near,Female,78.09201449074662,,
17.645039890315942,76.29100788892538,Medium,Low,Yes,8.893095749448404,98.36531684190169,Medium,No,2,Medium,,Public,Negative,2.8692441046919677,No,Postgraduate,Far,Female,85.93136113899476,,
7.206461309972311,68.68404044981392,Low,Medium,No,7.140161354783825,63.189228502636354,Low,Yes,5,Medium,Medium,Public,Negative,4.7282118906366275,No,College,Far,Male,87.4743353792509,,
20.575869247261302,77.572787806271,Medium,Low,No,8.957613086256343,63.53672646660958,Medium,No,2,Low,,Private,Negative,1.3312887995597373,Yes,High School,Far,Male,54.15042618971619,,
5.248781798246403,83.91926878148017,High,Low,No,7.5557542471476955,83.18452803673341,Low,No,0,Low,High,Public,Negative,3.686456676486132,No,Postgraduate,Near,Male,62.257176202734314,,
38.790726735444835,87.4920628272996,Medium,Low,Yes,4.206053166109682,63.15463370793904,High,Yes,1,Medium,Medium,Public,Positive,3.4597464457683142,Yes,Postgraduate,,Female,75.57448338072697,,
11.590504357460073,82.81773770625267,High,Low,No,7.571097897069177,86.7666760033905,Low,No,2,Medium,Medium,Private,Positive,4.5575814318266215,No,,Far,Female,61.60019296954976,,
33.11163085385299,83.47082492883935,High,Low,No,6.833354353604239,69.71617505350049,High,Yes,1,Low,,Public,Neutral,4.904727498081421,Yes,College,Far,Male,74.38823694778677,,
23.87136807250251,89.0105998667824,High,Low,Yes,6.6469884610126,71.6877611375219,High,Yes,2,Low,Low,Public,Negative,2.607925813711798,No,Postgraduate,Moderate,Female,74.99364219976027,,
32.247122513399944,98.92559325205949,High,High,No,5.077605398194199,74.64346417171947,High,Yes,1,Medium,Low,Private,Negative,4.171156291744307,Yes,Postgraduate,,Male,61.393883212196435,,
10.241587717781119,57.77781455107652,Low,High,No,8.948920622427744,74.5929430725709,Low,Yes,5,Low,High,Public,Positive,3.878365161539832,No,,Moderate,Female,67.22638423369087,,
12.625329316446312,51.75070013345702,High,Medium,Yes,7.744969533984691,70.18533295471974,Low,Yes,4,High,Medium,Public,Neutral,0.9872642783669489,Yes,,Far,Male,81.75828880472329,,
19.783631696654513,87.577432524367,High,Medium,No,8.799482430408391,73.7229157967261,Medium,Yes,3,High,Medium,Private,Positive,3.3200632282741402,No,,Far,Female,92.0033263167085,,
15.437747024431973,75.78512339852503,Medium,Medium,No,7.532049331976475,77.77964288704155,Medium,Yes,2,Medium,,Private,Neutral,2.4220098364836935,No,High School,,Male,56.147956622686614,,
23.063618363341273,84.11480411975323,Medium,High,Yes,4.646394186063279,85.47188922494291,Medium,No,0,Medium,Medium,Public,Neutral,4.18934593902755,Yes,College,Far,Male,52.915579861886684,,
7.328638324962958,66.86926781222317,Medium,Low,No,8.807155160014089,85.97563426738105,Low,No,2,Medium,High,Private,Negative,1.333758175912556,Yes,College,Far,Male,92.02162828147917,,
10.762366857555715,75.61522327555343,High,Low,No,8.965285402198461,77.50763586718101,Low,No,5,Low,,Public,Positive,3.7688161218807563,Yes,,Near,Male,88.1106666618779,,
33.93382650826955,82.29581666077345,Low,Medium,Yes,4.297596993441121,59.393687608648285,High,No,4,High,Medium,Private,Neutral,3.5383805660658596,No,High School,Moderate,Male,58.5656002884386,,
24.998325709721943,91.3625393882567,Medium,Low,No,8.813821114596381,82.31084626818763,Medium,No,3,Low,,Public,Positive,0.7064312526706434,Yes,,Far,Female,78.76688735349357,,
7.763524628946577,50.754552413942704,High,Low,Yes,8.131811915727814,60.42564175096663,Low,No,5,Low,Low,Public,Neutral,4.416658542695954,Yes,,Moderate,Female,87.0231105290019,,
22.41575440696403,97.04842328346811,High,Medium,No,8.31643535727644,56.5233661417109,Medium,Yes,5,Low,Low,Public,Positive,3.868577212954622,No,College,,Male,93.77163518502616,,
6.5507203424917115,65.8375194887451,High,Medium,Yes,7.459866214109828,90.82895456193074,Low,No,1,High,Medium,Private,Neutral,1.4366426400801675,Yes,Postgraduate,,Female,84.75273196282767,,
5.420555696025881,75.22504606311495,Medium,High,Yes,7.481112558219424,90.38149925612811,Low,No,3,Low,Medium,Public,Negative,4.2142533901335515,No,High School,Moderate,Female,53.50370063804998,,
34.33495873712981,99.18300010798953,Medium,High,Yes,4.201966505586868,86.60591596851052,High,No,3,Medium,Medium,Public,Negative,4.968521031786824,Yes,,Moderate,Male,58.52890852496232,,
37.39753244444722,79.46635365481498,Medium,Medium,No,5.691442764405363,89.22670635610643,High,No,1,Low,Low,Public,Negative,4.580568719287689,No,,Moderate,Female,83.44818570892173,,
21.01888256845274,98.3607505996869,High,High,Yes,5.7388524156088785,62.20943243832433,Medium,No,5,High,High,Private,Negative,2.682755777605837,No,,Moderate,Female,95.03786148483607,,
19.260750394100064,93.99249816713896,Low,Medium,Yes,7.325778437292486,97.29089959702829,Medium,Yes,2,Low,High,Private,Neutral,0.749399590226984,Yes,College,,Male,97.99694882657094,,
20.10461811190258,92.43706249782325,Medium,Low,No,7.926511777662817,90.07100221733644,High,No,2,Low,Medium,Public,Neutral,2.755535866223562,Yes,College,Near,Male,51.276061290975264,,
22.269927645329652,82.79640319524074,Low,Low,No,7.679802969194787,56.341066100237924,Medium,No,5,Low,,Public,Neutral,2.8248222059329366,Yes,College,,Female,52.88135530503492,,
34.80377863991231,87.24570194662451,Low,Low,No,5.261376486040213,50.9459008112292,High,No,3,Medium,,Private,Positive,4.286739228615206,No,College,Moderate,Male,84.3576990626243,,
12.638660738540903,66.66617845173373,High,High,No,8.426623101217023,80.82984041895024,Low,Yes,0,Low,,Public,Positive,1.0972023783070322,Yes,High School,Far,Male,85.07827180998422,,
20.98951965918505,62.821284867477864,High,Low,Yes,6.109689326794092,86.98720907721798,High,Yes,2,Medium,,Private,Positive,0.36583572610037696,No,,Moderate,Female,65.22283715403755,,
20.614386117312293,81.6746144379822,High,Low,Yes,5.327099822188968,59.51262786864041,Medium,No,5,Low,Low,Private,Negative,0.6514127733270481,Yes,,Moderate,Male,97.36751284307603,,
13.414425166335235,59.81319445117439,Medium,Medium,No,7.89943303785172,64.25146337269955,Low,No,2,Low,High,Private,Negative,1.1507031359575515,Yes,Postgraduate,Moderate,Male,63.28621944635555,,
14.135160144535336,51.03806293754698,Medium,High,No,8.690955760664735,54.568638593466204,Low,Yes,3,Medium,Low,Private,Neutral,1.9912048890556937,Yes,Postgraduate,,Male,94.71738778730196,,
23.907572203025595,95.72458009140001,Low,High,No,7.348607564779851,93.75959954400275,Medium,No,3,Medium,,Public,Neutral,2.768223124333104,Yes,,Near,Female,77.67239403656978,,
20.10822319779734,91.24003132897418,High,Medium,Yes,6.298480414475458,97.41204964165239,High,Yes,0,Low,Medium,Private,Negative,2.123276482837577,No,Postgraduate,Moderate,Female,55.32877101945493,,
32.741619799497926,90.3188904094831,Medium,High,Yes,5.582094629609903,72.62763053793978,High,Yes,5,High,Low,Private,Neutral,2.1399857930058284,Yes,College,,Male,68.82558155896925,,
19.023599434718786,99.76449224791718,Medium,High,No,7.213002985681794,66.02533152924691,Medium,Yes,1,Medium,Medium,Private,Negative,4.33687394128755,Yes,Postgraduate,Moderate,Male,74.1625968377126,,
20.83542045721983,80.0486925518246,High,High,Yes,5.1587291228958705,67.88883017845473,Medium,Yes,4,Low,Low,Public,Positive,2.54656455400839,No,High School,Moderate,Female,60.3391310050824,,
6.363481126552876,65.200272210545,Low,Medium,Yes,8.31905742465148,87.18838418363595,Low,Yes,3,Medium,High,Public,Positive,0.2267237357990437,No,,Moderate,Male,95.80352484843591,,
23.76023611503702,79.43643250011357,Low,Low,Yes,4.281607302170002,82.43458269005748,Medium,No,0,Medium,Low,Public,Neutral,1.7882327587171316,Yes,College,,Male,86.21028946728002,,
25.98523288757005,74.72360243243827,Medium,High,No,5.592859295144828,68.92344806336737,High,No,5,Medium,,Private,Positive,4.016664757574427,Yes,Postgraduate,,Female,62.25012189688771,,
11.906755720559005,56.68677812848052,Low,Medium,Yes,8.678929753126344,51.40319231086774,Low,No,1,Medium,,Private,Positive,3.136095699178285,Yes,High School,Near,Female,80.26313310243684,,
